ID,buildingArea,PAC,Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),ENERGY STAR Score,Site EUI,Weather Normalized Site EUI (kBtu/ft2),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Property GFA - Self-Reported (ft2),SourceEUI
13285,93564,Multifamily Housing,1959,1,100,Whole Building,63,90.8,99.4,1478257.4,421378.8,93564,128.4
13286,145112,Multifamily Housing,1948,1,100,Whole Building,12,110.6,116.6,2292348.3,644217.2,123580,158.5
13287,132725,Multifamily Housing,1954,2,95,Whole Building,59,85.1,91.7,2119558.2,605175.9,132725,122.4
13288,81972,Multifamily Housing,1939,1,100,Whole Building,84,62.1,65.7,1085992.7,310969.4,84472,92.1
13289,142650,Multifamily Housing,1941,1,100,Whole Building,95,60.3,63.8,1975905.6,563398.5,149783,90.8
13290,61856,Multifamily Housing,1947,1,100,Whole Building,17,125.4,130,1403419.4,393026.6,61846,178.9
13291,81288,Multifamily Housing,1950,1,100,Whole Building,27,132.5,132,1133029.6,322605.1,58350,178.5
13292,94769,Multifamily Housing,1965,1,100,Whole Building,85,71.2,75.3,1236329.4,351906.3,94769,101.9
13293,64664,Multifamily Housing,1992,1,100,Whole Building,100,16.3,15.6,933547.1,260079.5,65687,46.8
13294,137120,Multifamily Housing,1950,1,100,Whole Building,Not Available,69,74,1881628.5,539828.7,137820,100.9
13295,61242,Multifamily Housing,1954,1,100,Whole Building,Not Available,98.6,103.5,875695.8,245581.7,56567,135.3
13296,71316,Multifamily Housing,1941,1,100,Whole Building,48,91.8,99.2,729400.3,213775,74880,116.8
13298,70910,Multifamily Housing,1948,1,100,Whole Building,76,77.9,81.9,1203128.8,338210.3,72025,116.7
13299,61536,Multifamily Housing,1940,1,100,Whole Building,88,68.1,72.6,726219.6,206720.5,67690,93.9
13300,84174,Multifamily Housing,1957,1,100,Whole Building,Not Available,68.1,71,1443699.1,400076.9,98203,102
13301,117480,Multifamily Housing,1950,1,100,Whole Building,92,58.5,58.5,1101176,322736.2,137060,78.3
13302,156351,Multifamily Housing,1991,1,100,Whole Building,79,54.7,57.3,1894905.4,529719.5,164168,81.5
13303,1741458,Multifamily Housing,1960,3,100,Whole Building,74,51.4,52.2,45881999,12844909.3,1741458,109
13304,74243,Multifamily Housing,1966,1,100,Whole Building,94,65.6,68.2,1322595.7,377842.1,77955,102.4
13305,57720,Multifamily Housing,1957,1,100,Whole Building,54,95.3,101.7,844823.7,247603.6,58874,129.9
13306,91170,Multifamily Housing,1954,1,100,Whole Building,41,91.3,97,1741164.1,494300.5,106365,130.1
13308,90141,Multifamily Housing,1920,1,100,Whole Building,49,107.3,108.4,2062562.1,582298.8,94648,158
13309,70000,Multifamily Housing,1931,1,100,Whole Building,10,119.4,120.3,2062562.1,582298.8,73500,183.8
13311,174480,Multifamily Housing,1929,10,100,Whole Building,100,9.2,8.9,1493633.7,422405.1,185724,26.4
13312,79814,Mixed Use Property,1997,1,100,Whole Building,Not Available,44.1,45.2,2593684,749365.9,81338,113
13313,62000,Retail Store,1941,1,100,Whole Building,Not Available,114.7,115.8,4577429.8,1341567.8,62001,274.7
13314,575600,Multifamily Housing,1965,1,100,Whole Building,48,94.9,97.7,13060171.7,3764502.6,575600,147.1
13315,67780,Worship Facility,1953,1,100,Whole Building,4,151.5,162.2,1948525,553902.3,56420,227.9
13316,193664,Multifamily Housing,1965,1,100,Whole Building,46,95.6,95.6,1446688,423999.9,197336,115.6
13317,85075,Multifamily Housing,1932,1,100,Whole Building,26,106.8,114.8,1556963.9,434486.7,99254,141.7
13318,54185,Multifamily Housing,1930,1,100,Whole Building,66,94.5,100.6,1447384.5,411811.9,59604,150
13319,108282,Office,1930,1,100,Whole Building,58,225.5,215.9,7533639.9,2168304.6,108283,382.2
13320,74100,Multifamily Housing,1939,1,100,Whole Building,Not Available,69.5,73.7,1402928,401660.7,84720,107.6
13321,143367,Multifamily Housing,2004,1,100,Whole Building,Not Available,122.4,127.3,4974237.1,1409271.3,133934,206.1
13322,87305,Multifamily Housing,1975,1,100,Whole Building,Not Available,82.7,87.6,1732259.3,492931.1,94050,125.3
13323,61050,Multifamily Housing,1929,1,100,Whole Building,Not Available,97.1,103.2,749579,214218,52328,131.7
13325,139142,Multifamily Housing,1941,1,100,Whole Building,47,70.9,76.4,1429841,405604.3,139392,95.9
13326,53400,Multifamily Housing,1933,1,100,Whole Building,9,131.7,131.1,992003.7,280991.5,53410,172.7
13327,66600,Multifamily Housing,1918,1,100,Whole Building,12,146.6,159.7,752795.8,212461.3,66600,177.6
13328,125272,Multifamily Housing,1930,1,100,Whole Building,57,78.5,83.1,2851068.3,818183.5,125262,130
13329,123182,Multifamily Housing,1952,1,100,Whole Building,75,86,92.4,1742694.4,493460.2,123172,119.9
13330,52454,Multifamily Housing,1932,1,100,Whole Building,94,86.4,95.5,480122.7,137834.9,55601,105.7
13331,148181,Multifamily Housing,1932,1,100,Whole Building,92,54.4,Not Available,1955291.7,553301.4,148181,84.6
13332,100000,Multifamily Housing,1937,1,100,Whole Building,97,59,63.5,1079031.3,306869.3,116818,81.3
13333,98182,Multifamily Housing,1933,1,100,Whole Building,98,54.8,59.3,1000465.4,281297,101127,78.2
13334,88202,Multifamily Housing,1938,1,100,Whole Building,94,60.1,64.1,854608.1,238311.1,94744,81.9
13335,106364,Multifamily Housing,1937,1,100,Whole Building,94,52.1,55,1073239.7,300173.3,124091,72.8
13336,97825,Multifamily Housing,1928,1,100,Whole Building,65,84.2,90.9,1331052,375821.7,97815,116.9
13337,78650,Multifamily Housing,1937,1,100,Whole Building,Not Available,89.3,Not Available,1220711.3,Not Available,91758,121.3
13338,100800,Multifamily Housing,1942,1,100,Whole Building,Not Available,49.9,53.4,953897.1,273130.3,110880,70.4
13339,219248,Multifamily Housing,1935,2,100,Whole Building,1,159.9,169.9,5025988.9,1482309.7,219248,215.5
13340,121727,Multifamily Housing,1923,1,100,Whole Building,50,81.8,89.2,1860126.9,533454.2,142015,110.6
13341,74118,Multifamily Housing,1954,1,100,Whole Building,91,69.3,73.5,900870.3,252518.3,78087,96.8
13342,70059,Multifamily Housing,1931,1,100,Whole Building,72,85.8,Not Available,985524.9,Not Available,72120,115.8
13343,89784,Multifamily Housing,1960,1,100,Whole Building,55,92.6,98.7,1466129.6,413941.3,94273,129.8
13344,140196,Multifamily Housing,1950,1,100,Whole Building,75,86.7,90.4,2299229.5,654911.4,140196,125.2
13345,64716,Multifamily Housing,1931,1,100,Whole Building,49,88.8,93.8,881350.6,254874.5,64716,121.7
13346,64716,Multifamily Housing,1931,1,100,Whole Building,63,80.1,84.8,820064.1,235529.8,64716,110.6
13347,105000,Multifamily Housing,1939,1,100,Whole Building,47,108.4,117.9,1312812.3,369621.8,108150,135.5
13349,65990,Multifamily Housing,1956,1,100,Whole Building,81,81.4,82.7,940025.9,266835.4,56000,117.9
13350,79765,Multifamily Housing,2005,1,100,Whole Building,67,62.7,65.5,2009322.5,579004.4,88350,113.3
13351,64500,Multifamily Housing,2009,1,95,Whole Building,50,48.3,Not Available,2295988.2,716065.7,57544,134.1
13352,101726,Multifamily Housing,1956,1,95,Whole Building,41,77.5,82.2,2063595.8,582259.7,112536,119.7
13353,77670,Office,1920,1,100,Whole Building,84,88.5,Not Available,942137.7,267692.2,77670,118.2
13354,83727,Multifamily Housing,1928,1,100,Whole Building,41,81,83.5,2500395.3,698418.8,100128,137.2
13355,141000,Multifamily Housing,1954,2,100,Whole Building,73,76,81.7,1631560.3,478182.9,154818,101.8
13356,212202,Multifamily Housing,1940,1,100,Whole Building,100,2,2,313956.9,92938.7,160650,6.1
13357,72147,Multifamily Housing,1979,1,100,Whole Building,77,72.6,75.8,1272413,362107.6,79362,109.7
13358,68040,Multifamily Housing,1932,1,100,Whole Building,75,82.8,87.3,816019.2,228225.7,72122,110.4
13359,55200,Multifamily Housing,1930,1,100,Whole Building,Not Available,55.3,59.3,57598,16258.7,55200,60.3
13360,105882,Multifamily Housing,1932,1,100,Whole Building,85,73.4,79.2,1186203.3,328457.8,106000,100.5
13361,150000,Multifamily Housing,1960,1,90,Whole Building,100,6.1,6.3,474145.1,140347.3,150000,12.9
13362,141645,Multifamily Housing,1954,2,100,Whole Building,66,77.6,82.5,2043654.9,577069.4,155526,108.9
13363,88272,Multifamily Housing,1925,1,100,Whole Building,96,70.3,75.2,332030.9,93761.7,88272,81.6
13364,88296,Multifamily Housing,1939,1,100,Whole Building,70,77.3,82.4,1088673.7,306236.7,103012,103.3
13365,54300,Multifamily Housing,1924,1,100,Whole Building,89,67.3,71.7,698767.4,193734.4,63350,93.6
13366,156510,Multifamily Housing,1941,1,100,Whole Building,84,79.1,85.2,1913989.8,560958.3,164336,104.7
13367,99600,Multifamily Housing,1940,1,100,Whole Building,92,64.1,68.5,1224280.1,346392.4,101000,92.6
13368,122833,Multifamily Housing,1952,1,100,Whole Building,87,63.2,67.3,1222322.8,339928.5,134080,85.4
13369,76681,Multifamily Housing,1929,1,100,Whole Building,78,76.6,Not Available,869542.4,243643.8,76681,104
13370,58864,Multifamily Housing,1932,1,100,Whole Building,50,91,Not Available,838633.2,240509.5,58864,125.2
13371,213654,Multifamily Housing,1973,1,100,Whole Building,76,49.7,52.3,5462899,1720090.1,213644,105.6
13372,51545,Multifamily Housing,1929,1,95,Whole Building,52,85.5,91.3,810873.6,231617.6,60736,117.6
13373,68090,Multifamily Housing,1929,1,100,Whole Building,90,65.9,69.8,760156.1,212160.3,68090,92.5
13375,196420,Multifamily Housing,1974,1,100,Whole Building,43,66.3,69.3,7105550.1,2228678.1,196420,145.3
13376,55146,Multifamily Housing,1953,1,100,Whole Building,95,52.7,52.3,941890.3,269853.5,55146,89.8
13377,146748,Multifamily Housing,1956,1,100,Whole Building,29,104.9,Not Available,2926577,830750.6,146750,151.5
13378,134457,Multifamily Housing,1976,2,100,Whole Building,1,202.6,210.8,1319586.2,374625.5,115195,233.5
13379,75455,Multifamily Housing,1938,1,90,Whole Building,45,87.4,93.2,1031201.9,288812.9,75455,120.3
13380,52182,Multifamily Housing,1938,1,100,Whole Building,67,90.7,97.3,656485.9,183787.4,60879,117.8
13381,52182,Multifamily Housing,1939,1,100,Whole Building,46,86.1,92.9,674811,190464,65000,112.1
13382,53455,Multifamily Housing,1940,1,100,Whole Building,77,74.5,80.9,708943.8,201653,60000,102.8
13383,84954,Multifamily Housing,1938,1,100,Whole Building,97,74.1,80.5,Not Available,Not Available,87655,77.7
13384,56636,Multifamily Housing,1937,1,100,Whole Building,81,73.7,79.1,871308.8,247874,56636,109.5
13385,57909,Multifamily Housing,1937,1,100,Whole Building,77,82.8,87.2,841093.1,234547.5,57909,117.3
13386,59500,Multifamily Housing,1937,1,100,Whole Building,57,101.2,107.7,804104.3,224541.3,59500,134.3
13387,63636,Multifamily Housing,1939,1,100,Whole Building,86,63.1,67.3,781583.4,218846,70000,89.5
13388,63636,Multifamily Housing,1940,1,100,Whole Building,34,112.1,120.9,626934.5,178584.9,74242,133.3
13390,57518,Multifamily Housing,1937,1,100,Whole Building,73,85.7,91.7,887468.9,247669.2,57518,122.3
13391,50141,Multifamily Housing,1939,1,100,Whole Building,Not Available,79.4,84.8,708248.7,202700,60645,107.8
13392,89253,Multifamily Housing,1971,1,100,Whole Building,100,50,50.3,600880.7,176108,89253,66.4
13393,54545,Multifamily Housing,1926,1,100,Whole Building,100,11.7,11.4,718860.6,204741.3,68181,34.4
13394,106909,Multifamily Housing,1925,1,100,Whole Building,48,106.9,Not Available,1168948.6,335732.7,106909,135
13395,514975,Office,1989,1,100,Whole Building,74,79.2,81.1,23849880.1,6884486.3,371000,217.5
13396,124343,Multifamily Housing,1927,1,100,Whole Building,72,76.9,81.1,2184069,614120.4,125343,117.2
13397,67810,Multifamily Housing,1990,1,100,Whole Building,Not Available,61.5,64.7,760130.9,213519.3,74591,83.8
13399,105191,Multifamily Housing,1923,1,100,Whole Building,13,230.4,Not Available,262057.8,Not Available,62349,247.6
13400,90273,Multifamily Housing,1930,1,100,Whole Building,59,76.2,80.9,1245680.2,351217.8,90500,108.6
13401,54404,Multifamily Housing,1933,1,100,Whole Building,83,72.2,79.3,633315,182131.2,54404,100.1
13402,67136,Multifamily Housing,1933,1,100,Whole Building,84,69.7,74.7,751520.3,211022,67136,96.6
13403,133140,Multifamily Housing,1960,1,90,Whole Building,95,64.9,Not Available,520580.2,Not Available,133140,76.4
13404,89721,Multifamily Housing,1931,1,100,Whole Building,1,18459.5,18099.2,1573006822,452023581.5,85216,57961.9
13405,94027,Multifamily Housing,1927,1,100,Whole Building,81,78.5,Not Available,1426597,Not Available,109697,109.6
13406,103459,Multifamily Housing,1923,1,100,Whole Building,45,54.3,56.6,2350951.9,677774.1,103449,104.5
13407,57000,Office,1992,1,100,Whole Building,42,115.3,119.6,3587910.6,1032393,57000,252.6
13408,89727,Multifamily Housing,1940,1,100,Whole Building,65,76.5,75.9,1228204.5,345102,91500,108.1
13409,76380,Multifamily Housing,1951,1,90,Whole Building,Not Available,102,107.1,1022992.8,288407.9,68298,135
13410,150507,Multifamily Housing,1948,1,100,Whole Building,85,75.1,79.7,1962733.4,559351.9,158032,104.7
13412,616738,Multifamily Housing,1960,1,100,Whole Building,77,67.2,Not Available,10508161.4,2993600.4,495489,114.8
13415,57880,Distribution Center,1935,1,100,Whole Building,35,25.8,25.8,1600745.8,469151.7,62000,81.1
13416,120000,Non-Refrigerated Warehouse,1929,1,100,Whole Building,Not Available,47.4,Not Available,1074274,Not Available,110000,69.2
13417,53500,Distribution Center,1920,1,100,Whole Building,7,52,53.2,2496673.6,731733.1,53660,151.9
13419,425925,Non-Refrigerated Warehouse,1949,1,100,Whole Building,92,27.4,27.4,1681174.1,492723.9,425915,37
13427,50460,Multifamily Housing,1920,1,100,Whole Building,6,147.3,155.5,438416,125790.9,60552,164.2
13428,50460,Multifamily Housing,1920,1,100,Whole Building,70,77.3,Not Available,438403.1,126101.9,60552,93.5
13430,75654,Non-Refrigerated Warehouse,1928,1,100,Whole Building,18,32.6,32.6,2466483.9,722885,75654,102.4
13432,100566,Self-Storage Facility,2004,1,80,Whole Building,Not Available,4.5,4.5,222148.9,65108.1,49380,14.1
13440,1572198,Mixed Use Property,1973,1,100,Whole Building,Not Available,66.5,68.2,64325228.9,18709110.2,1659044,150.9
13441,59589,Self-Storage Facility,2013,1,90,Whole Building,Not Available,31.4,34.8,697368.8,204387.1,59589,57.5
13442,57716,Multifamily Housing,1928,1,100,Whole Building,16,115,114.2,840249.3,232477.3,57716,151.2
13444,227500,K-12 School,1962,1,100,Whole Building,98,45,Not Available,2650507.7,776819.3,227500,70.4
13445,102500,Non-Refrigerated Warehouse,1970,1,100,Whole Building,55,52.2,58,1282478.9,375873,95000,81.5
13446,91000,Distribution Center,1970,1,100,Whole Building,88,27.3,31.2,803867.2,235600,123000,42.3
13447,70700,Non-Refrigerated Warehouse,1969,1,100,Whole Building,64,30.5,32.1,1704793.5,486038.4,87969,72.5
13452,51000,Non-Refrigerated Warehouse,1930,1,100,Whole Building,Not Available,46.9,54,341725.7,100154,50990,63.2
13453,70820,Manufacturing/Industrial Plant,1950,1,100,Whole Building,Not Available,546.5,550.8,38829230.8,11380195.2,74224,1667.2
13454,183535,Non-Refrigerated Warehouse,1922,17,100,Whole Building,Not Available,20.9,20.9,3842557.8,1126189.1,183535,65.7
13455,74009,Self-Storage Facility,2007,1,100,Whole Building,Not Available,35.4,35.4,637291.1,186779.3,74009,55.2
13457,73000,Non-Refrigerated Warehouse,1960,1,100,Whole Building,20,87.9,97,486309.1,142529,73000,106.2
13460,71000,Non-Refrigerated Warehouse,1955,1,100,Whole Building,18,74.5,83.1,1594748.3,467393.9,71000,123.1
13461,104079,Self-Storage Facility,1947,1,100,Whole Building,Not Available,29.3,31.8,916758.2,268686.4,104079,49.2
13464,295340,Multifamily Housing,1960,1,90,Whole Building,1,167.1,177.3,5553811.2,1558045.5,295000,214.6
13465,53500,Retail Store,1959,1,100,Whole Building,91,46,47.5,1550412.7,445545.4,53500,108.8
13466,64868,Strip Mall,1952,1,100,Whole Building,Not Available,35,Not Available,385735.5,Not Available,64868,49.1
13467,140373,Retail Store,2000,1,100,Whole Building,48,96.3,99.9,7446509.1,2116754.1,121731,228.9
13468,163697,Supermarket/Grocery Store,1960,1,100,Whole Building,85,215.4,224.5,7260009,2127786.7,60713,476.1
13471,56433,Urgent Care/Clinic/Other Outpatient,1971,1,100,Whole Building,Not Available,104.3,107.4,4299119.9,1259999.8,56433,268.7
13472,78530,Retail Store,1955,1,100,Whole Building,71,62.2,62.2,3630233.9,1063960.6,78500,161.9
13473,385000,Multifamily Housing,1954,4,100,Whole Building,67,76.3,80,7029365.2,2020672.9,423500,114.8
13475,310050,Multifamily Housing,1956,1,100,Whole Building,Not Available,98.8,103.5,4817682.2,1382002.3,237530,146.1
13476,156144,Multifamily Housing,1976,48,100,Whole Building,99,13.5,14.3,2203247.7,685607.9,163592,42.3
13478,116531,Multifamily Housing,1983,1,100,Whole Building,60,70.8,76.1,2600605.7,732273.5,128184,116.8
13480,118080,Other - Mall,1988,1,100,Whole Building,Not Available,71.1,71.5,4508233.4,1289687.6,154000,135.9
13481,138000,Multifamily Housing,1985,1,100,Whole Building,85,68.5,72.9,1814648.6,517611.7,122805,102.9
13482,148650,Office,1944,1,100,Whole Building,68,111.2,Not Available,8421751.5,Not Available,149000,234.9
13483,71798,Office,1942,1,100,Whole Building,59,59.1,Not Available,2727812.3,Not Available,54574,166.5
13486,168571,Non-Refrigerated Warehouse,1970,1,100,Whole Building,1,697.9,695.6,26302953.7,7602071.3,160000,1076.4
13487,55000,Food Service,1960,1,100,Whole Building,Not Available,205.8,205.9,1876664.8,552197.9,55000,287.4
13488,144300,Non-Refrigerated Warehouse,1941,1,100,Whole Building,9,59.5,Not Available,3290471.4,Not Available,107000,126.8
13489,224500,Distribution Center,1919,1,100,Whole Building,32,91.7,103.3,5645346.8,1639248.2,199400,155.5
13491,87500,Other,1930,1,100,Whole Building,Not Available,55.4,59.1,165402.2,48476.6,65000,63.5
13492,103825,Wholesale Club/Supercenter,1996,1,100,Whole Building,46,80.5,80.6,7779049.6,2250340.5,111000,231
13493,92705,Other - Education,2005,1,100,Whole Building,Not Available,74.2,78.1,3951012.4,1142278.8,92705,166.9
13494,79000,Supermarket/Grocery Store,1985,1,100,Whole Building,36,228.8,226.3,11368510.8,3272300.4,78500,543
13495,139896,Retail Store,1998,1,100,Whole Building,80,86.2,89.4,8756291,2520236.3,139899,221.3
13496,119500,Wholesale Club/Supercenter,1998,1,100,Whole Building,Not Available,162.1,168.2,12126844.7,3491534.3,119500,382.3
13497,76727,Other - Mall,2000,1,100,Whole Building,Not Available,101.9,105.4,5675834.4,1630339.5,79800,255.7
13498,88428,Office,1990,1,100,Whole Building,24,95.1,97.8,9339484.7,2717697.2,139253,239.5
13499,108474,Office,2014,1,70,Whole Building,59,88.2,Not Available,2906447.5,Not Available,69850,179.5
13500,62545,Office,1985,1,100,Whole Building,74,54.9,55.4,3209059.4,930257.2,62545,164.9
13501,52172,Hotel,1990,1,100,Whole Building,57,58.4,59,2449922.6,728715.8,63063,142.5
13502,58380,Multifamily Housing,1971,1,100,Whole Building,43,79.8,84.2,1256260.2,359459.4,64218,124.7
13504,163000,Office,1991,1,100,Whole Building,100,26,31.3,1159952,339962.5,163000,43.7
13505,76200,Senior Care Community,1971,1,100,Whole Building,Not Available,143.5,148.8,3947750.2,1113492.6,76200,258.9
13506,64000,Distribution Center,1972,1,100,Whole Building,86,33.4,Not Available,961809.5,Not Available,74000,62.2
13508,80703,Senior Care Community,1971,1,100,Whole Building,12,129.2,131.1,7551305.9,2243982,80703,331.2
13509,76000,Senior Care Community,1968,1,100,Whole Building,60,78,80,5315147.7,1602258.4,76000,228.1
13510,84641,Manufacturing/Industrial Plant,1983,1,100,Whole Building,Not Available,27.9,29.6,1063992.1,311838.2,84641,55.5
13511,60000,Office,1950,1,95,Whole Building,100,36.6,38.9,1498329.4,436862.1,90000,73.2
13512,443492,Manufacturing/Industrial Plant,1994,1,100,Whole Building,Not Available,213.5,218.3,86244461.4,24875069.6,550667,551.4
13513,500710,Multifamily Housing,1957,1,100,Whole Building,28,125.5,135.6,8911006.6,2531367.8,499960,165
